iteration dataset variable_type variable_source variable_name spatial_frequency_bin spatial_region MSAV PSD MAV R
0 train anatomy model a_pred all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
1 train Laplacian reference Lu_true all 2   3.745669203795787 
1 train Laplacian reference Lu_true all 3   6.687161882960564 
1 train Laplacian reference Lu_true all 4   11.790114119299055 
1 train Laplacian reference Lu_true all 5   12.181949943004938 
1 train PDE model pde_grad all all "<xarray.DataArray 'PDE' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U8 32B 'pde_grad'"   "<xarray.DataArray 'PDE' ()> Size: 8B
array(nan)
Coordinates:
    frequency  int32 4B 90"
1 train PDE model pde_grad 1.0 all    
1 train PDE model pde_grad 2.0 all  0.0  
1 train PDE model pde_grad 3.0 all  0.0  
1 train PDE model pde_grad 4.0 all  0.0  
1 train PDE model pde_grad 5.0 all  0.0  
1 train PDE model pde_grad 6.0 all  0.0  
1 train PDE model pde_grad 7.0 all  0.0  
1 train PDE model pde_grad 8.0 all  0.0  
1 train PDE model pde_grad 9.0 all  0.0  
1 train PDE model pde_grad 10.0 all  0.0  
1 train PDE model pde_grad all 1   0.0 
1 train PDE model pde_grad all 2   0.0 
1 train PDE model pde_grad all 3   0.0 
1 train PDE model pde_grad all 4   0.0 
1 train PDE model pde_grad all 5   0.0 
1 train PDE residual pde_diff all all "<xarray.DataArray 'PDE' ()> Size: 8B
array(1.05416253e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U8 32B 'pde_diff'"   
1 train PDE residual pde_diff 1.0 all    
1 train PDE residual pde_diff 2.0 all  9466088073.031233  
1 train PDE residual pde_diff 3.0 all  211528600.75700954  
1 train PDE residual pde_diff 4.0 all  1128970613.8617857  
1 train PDE residual pde_diff 5.0 all  29253861.694221266  
1 train PDE residual pde_diff 6.0 all  472255105.05223453  
1 train PDE residual pde_diff 7.0 all  11802626.094244845  
1 train PDE residual pde_diff 8.0 all  131081669.1509541  
1 train PDE residual pde_diff 9.0 all  10408603.378371345  
1 train PDE residual pde_diff 10.0 all  2411686.796221696  
1 train PDE residual pde_diff all 1   7333.420361001917 
1 train PDE residual pde_diff all 2   7584.769855145554 
1 train PDE residual pde_diff all 3   7486.343429316707 
1 train PDE residual pde_diff all 4   10024.899752177153 
1 train PDE residual pde_diff all 5   8910.670561124967 
1 train PDE reference mu_diff all all "<xarray.DataArray 'PDE' ()> Size: 8B
array(1.05416253e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U8 32B 'mu_diff'"   
1 train PDE reference mu_diff 1.0 all    
1 train PDE reference mu_diff 2.0 all  9466088073.031233  
1 train PDE reference mu_diff 3.0 all  211528600.75700954  
1 train PDE reference mu_diff 4.0 all  1128970613.8617857  
1 train PDE reference mu_diff 5.0 all  29253861.694221266  
1 train PDE reference mu_diff 6.0 all  472255105.05223453  
1 train PDE reference mu_diff 7.0 all  11802626.094244845  
1 train PDE reference mu_diff 8.0 all  131081669.1509541  
1 train PDE reference mu_diff 9.0 all  10408603.378371345  
1 train PDE reference mu_diff 10.0 all  2411686.796221696  
1 train PDE reference mu_diff all 1   7333.420361001917 
1 train PDE reference mu_diff all 2   7584.769855145554 
1 train PDE reference mu_diff all 3   7486.343429316707 
1 train PDE reference mu_diff all 4   10024.899752177153 
1 train PDE reference mu_diff all 5   8910.670561124967 
1 train elastogram model mu_pred all all "<xarray.DataArray 'elastogram' ()> Size: 8B
array(1.14613811e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'mu_pred'"   "<xarray.DataArray 'elastogram' ()> Size: 8B
array(-0.05005621)
Coordinates:
    frequency  int32 4B 90"
1 train elastogram model mu_pred 1.0 all    
1 train elastogram model mu_pred 2.0 all  11730089251.688963  
1 train elastogram model mu_pred 3.0 all  180780685.74401888  
1 train elastogram model mu_pred 4.0 all  1122856128.1743286  
1 train elastogram model mu_pred 5.0 all  28070118.349365786  
1 train elastogram model mu_pred 6.0 all  471274564.4110401  
1 train elastogram model mu_pred 7.0 all  11435644.538681915  
1 train elastogram model mu_pred 8.0 all  130745830.83541484  
1 train elastogram model mu_pred 9.0 all  10226273.802422442  
1 train elastogram model mu_pred 10.0 all  2220691.9502380616  
1 train elastogram model mu_pred all 1   7811.170859067153 
1 train elastogram model mu_pred all 2   7994.0047976951 
1 train elastogram model mu_pred all 3   5785.526408242186 
1 train elastogram model mu_pred all 4   3610.511055963418 
1 train elastogram model mu_pred all 5   7235.727164154727 
1 train elastogram residual mu_diff all all "<xarray.DataArray 'elastogram' ()> Size: 8B
array(1.05416253e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'mu_diff'"   
1 train elastogram residual mu_diff 1.0 all    
1 train elastogram residual mu_diff 2.0 all  9466088073.031233  
1 train elastogram residual mu_diff 3.0 all  211528600.75700954  
1 train elastogram residual mu_diff 4.0 all  1128970613.8617857  
1 train elastogram residual mu_diff 5.0 all  29253861.694221266  
1 train elastogram residual mu_diff 6.0 all  472255105.05223453  
1 train elastogram residual mu_diff 7.0 all  11802626.094244845  
1 train elastogram residual mu_diff 8.0 all  131081669.1509541  
1 train elastogram residual mu_diff 9.0 all  10408603.378371345  
1 train elastogram residual mu_diff 10.0 all  2411686.796221696  
1 train elastogram residual mu_diff all 1   7333.420361001917 
1 train elastogram residual mu_diff all 2   7584.769855145554 
1 train elastogram residual mu_diff all 3   7486.343429316707 
1 train elastogram residual mu_diff all 4   10024.899752177153 
1 train elastogram residual mu_diff all 5   8910.670561124967 
1 train elastogram reference mu_true all all "<xarray.DataArray 'elastogram' ()> Size: 8B
array(14290650.18259529)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'mu_true'"   
1 train elastogram reference mu_true 1.0 all    
1 train elastogram reference mu_true 2.0 all  3205625360.7457643  
1 train elastogram reference mu_true 3.0 all  27052149.866971437  
1 train elastogram reference mu_true 4.0 all  5887737.94901611  
1 train elastogram reference mu_true 5.0 all  1317326.3449889477  
1 train elastogram reference mu_true 6.0 all  930774.2190823411  
1 train elastogram reference mu_true 7.0 all  373110.26991664956  
1 train elastogram reference mu_true 8.0 all  318738.2962869032  
1 train elastogram reference mu_true 9.0 all  188345.85649560567  
1 train elastogram reference mu_true 10.0 all  191645.00459403038  
1 train elastogram reference mu_true all 1   3052.8306835779963 
1 train elastogram reference mu_true all 2   10015.975997504951 
1 train elastogram reference mu_true all 3   10015.975997504951 
1 train elastogram reference mu_true all 4   10015.975997504951 
1 train elastogram reference mu_true all 5   10015.975997504951 
1 train direct model direct_pred all all "<xarray.DataArray 'direct' ()> Size: 8B
array(22452690.4484988)
Coordinates:
    frequency  int32 4B 90
    variable   <U11 44B 'direct_pred'"   "<xarray.DataArray 'direct' ()> Size: 8B
array(0.42874677)
Coordinates:
    frequency  int32 4B 90"
1 train direct model direct_pred 1.0 all    
1 train direct model direct_pred 2.0 all  4387397372.880142  
1 train direct model direct_pred 3.0 all  116833785.13921782  
1 train direct model direct_pred 4.0 all  34434609.07269123  
1 train direct model direct_pred 5.0 all  16806753.734280754  
1 train direct model direct_pred 6.0 all  9555542.252829911  
1 train direct model direct_pred 7.0 all  4810548.097777674  
1 train direct model direct_pred 8.0 all  3562649.8066109684  
1 train direct model direct_pred 9.0 all  2109646.8825986898  
1 train direct model direct_pred 10.0 all  1811572.079111452  
1 train direct model direct_pred all 1   3496.308162107902 
1 train direct model direct_pred all 2   9757.922760226036 
1 train direct model direct_pred all 3   8385.944868196711 
1 train direct model direct_pred all 4   3803.0802775146667 
1 train direct model direct_pred all 5   3415.1419997440953 
1 train direct residual direct_diff all all "<xarray.DataArray 'direct' ()> Size: 8B
array(7474921.20340743)
Coordinates:
    frequency  int32 4B 90
    variable   <U11 44B 'direct_diff'"   
1 train direct residual direct_diff 1.0 all    
1 train direct residual direct_diff 2.0 all  825458252.8449337  
1 train direct residual direct_diff 3.0 all  118197169.6960203  
1 train direct residual direct_diff 4.0 all  39606002.2841481  
1 train direct residual direct_diff 5.0 all  18251720.426647622  
1 train direct residual direct_diff 6.0 all  11220001.25895756  
1 train direct residual direct_diff 7.0 all  5275058.312648423  
1 train direct residual direct_diff 8.0 all  4033557.5300058182  
1 train direct residual direct_diff 9.0 all  2298159.0371957435  
1 train direct residual direct_diff 10.0 all  1977224.1394095193  
1 train direct residual direct_diff all 1   674.2022035219995 
1 train direct residual direct_diff all 2   647.4812248444339 
1 train direct residual direct_diff all 3   7219.677885356874 
1 train direct residual direct_diff all 4   6785.923881524675 
1 train direct residual direct_diff all 5   6664.989361940163 
1 train direct reference mu_true all all "<xarray.DataArray 'direct' ()> Size: 8B
array(14290650.18259529)
Coordinates:
    frequency  int32 4B 90
    variable   <U11 44B 'mu_true'"   
1 train direct reference mu_true 1.0 all    
1 train direct reference mu_true 2.0 all  3205625360.7457643  
1 train direct reference mu_true 3.0 all  27052149.866971437  
1 train direct reference mu_true 4.0 all  5887737.94901611  
1 train direct reference mu_true 5.0 all  1317326.3449889477  
1 train direct reference mu_true 6.0 all  930774.2190823411  
1 train direct reference mu_true 7.0 all  373110.26991664956  
1 train direct reference mu_true 8.0 all  318738.2962869032  
1 train direct reference mu_true 9.0 all  188345.85649560567  
1 train direct reference mu_true 10.0 all  191645.00459403038  
1 train direct reference mu_true all 1   3052.8306835779963 
1 train direct reference mu_true all 2   10015.975997504951 
1 train direct reference mu_true all 3   10015.975997504951 
1 train direct reference mu_true all 4   10015.975997504951 
1 train direct reference mu_true all 5   10015.975997504951 
2 train anatomy model a_pred all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_pred'"   "<xarray.DataArray 'anatomy' ()> Size: 8B
array(nan)
Coordinates:
    frequency  int32 4B 90"
2 train anatomy model a_pred 1.0 all    
2 train anatomy model a_pred 2.0 all  0.0  
2 train anatomy model a_pred 3.0 all  0.0  
2 train anatomy model a_pred 4.0 all  0.0  
2 train anatomy model a_pred 5.0 all  0.0  
2 train anatomy model a_pred 6.0 all  0.0  
2 train anatomy model a_pred 7.0 all  0.0  
2 train anatomy model a_pred 8.0 all  0.0  
2 train anatomy model a_pred 9.0 all  0.0  
2 train anatomy model a_pred 10.0 all  0.0  
2 train anatomy model a_pred all 1   0.0 
2 train anatomy model a_pred all 2   0.0 
2 train anatomy model a_pred all 3   0.0 
2 train anatomy model a_pred all 4   0.0 
2 train anatomy model a_pred all 5   0.0 
2 train anatomy residual a_diff all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_diff'"   
2 train anatomy residual a_diff 1.0 all    
2 train anatomy residual a_diff 2.0 all  0.0  
2 train anatomy residual a_diff 3.0 all  0.0  
2 train anatomy residual a_diff 4.0 all  0.0  
2 train anatomy residual a_diff 5.0 all  0.0  
2 train anatomy residual a_diff 6.0 all  0.0  
2 train anatomy residual a_diff 7.0 all  0.0  
2 train anatomy residual a_diff 8.0 all  0.0  
2 train anatomy residual a_diff 9.0 all  0.0  
2 train anatomy residual a_diff 10.0 all  0.0  
2 train anatomy residual a_diff all 1   0.0 
2 train anatomy residual a_diff all 2   0.0 
2 train anatomy residual a_diff all 3   0.0 
2 train anatomy residual a_diff all 4   0.0 
2 train anatomy residual a_diff all 5   0.0 
2 train anatomy reference a_true all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_true'"   
2 train anatomy reference a_true 1.0 all    
2 train anatomy reference a_true 2.0 all  0.0  
2 train anatomy reference a_true 3.0 all  0.0  
2 train anatomy reference a_true 4.0 all  0.0  
2 train anatomy reference a_true 5.0 all  0.0  
2 train anatomy reference a_true 6.0 all  0.0  
2 train anatomy reference a_true 7.0 all  0.0  
2 train anatomy reference a_true 8.0 all  0.0  
2 train anatomy reference a_true 9.0 all  0.0  
2 train anatomy reference a_true 10.0 all  0.0  
2 train anatomy reference a_true all 1   0.0 
2 train anatomy reference a_true all 2   0.0 
2 train anatomy reference a_true all 3   0.0 
2 train anatomy reference a_true all 4   0.0 
2 train anatomy reference a_true all 5   0.0 
2 train "wave field" model u_pred all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.00057924)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_pred'"   "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.69300162)
Coordinates:
    frequency  int32 4B 90"
2 train "wave field" model u_pred 1.0 all    
2 train "wave field" model u_pred 2.0 all  0.07657067165708535  
2 train "wave field" model u_pred 3.0 all  0.0011120000096144925  
2 train "wave field" model u_pred 4.0 all  0.0075483003327708395  
2 train "wave field" model u_pred 5.0 all  9.139782561488717e-05  
2 train "wave field" model u_pred 6.0 all  0.0011126063707553363  
2 train "wave field" model u_pred 7.0 all  2.3659652708452826e-05  
2 train "wave field" model u_pred 8.0 all  0.000374026799535406  
2 train "wave field" model u_pred 9.0 all  1.003025477145425e-05  
2 train "wave field" model u_pred 10.0 all  8.17732340523046e-06  
2 train "wave field" model u_pred all 1   0.0031201257190890345 
2 train "wave field" model u_pred all 2   0.0019744782436437644 
2 train "wave field" model u_pred all 3   0.001418499652875627 
2 train "wave field" model u_pred all 4   0.0017695151384622388 
2 train "wave field" model u_pred all 5   0.002318565115353605 
2 train "wave field" residual u_diff all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.00057787)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_diff'"   
2 train "wave field" residual u_diff 1.0 all    
2 train "wave field" residual u_diff 2.0 all  0.0770718721082579  
2 train "wave field" residual u_diff 3.0 all  0.0009055926301447335  
2 train "wave field" residual u_diff 4.0 all  0.007512321217310793  
2 train "wave field" residual u_diff 5.0 all  7.796621138371293e-05  
2 train "wave field" residual u_diff 6.0 all  0.0011067137388329343  
2 train "wave field" residual u_diff 7.0 all  2.039137469606758e-05  
2 train "wave field" residual u_diff 8.0 all  0.0003719553899820718  
2 train "wave field" residual u_diff 9.0 all  8.681713832806904e-06  
2 train "wave field" residual u_diff 10.0 all  7.059112327362967e-06  
2 train "wave field" residual u_diff all 1   0.0030960301866499395 
2 train "wave field" residual u_diff all 2   0.00205835842951737 
2 train "wave field" residual u_diff all 3   0.00137514719822877 
2 train "wave field" residual u_diff all 4   0.0015424674424280179 
2 train "wave field" residual u_diff all 5   0.0021288315389811838 
2 train "wave field" reference u_true all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(8.17413279e-06)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_true'"   
2 train "wave field" reference u_true 1.0 all    
2 train "wave field" reference u_true 2.0 all  0.0018081447307282212  
2 train "wave field" reference u_true 3.0 all  3.0008013650165038e-05  
2 train "wave field" reference u_true 4.0 all  3.792388045034782e-06  
2 train "wave field" reference u_true 5.0 all  1.0333118454197226e-06  
2 train "wave field" reference u_true 6.0 all  5.050347507677982e-07  
2 train "wave field" reference u_true 7.0 all  2.2741668070694143e-07  
